Account,Sales_Agent,Deal_Stage,Product,Created_On
Globex Corporation,Daniell Hammack,Won,GTXPlusBasic,11/3/2017
,Jonathan Berthelot,In_Progress,GTXBasic,7/18/2017
Inity,Gladys Colclough,Lost,GTXPlusPro,8/21/2017
dambase,Kami Bicknell,Won,GTXBasic,2/6/2017
Dalttechnology,Cassey Cress,Lost,GTXPlusPro,8/25/2017
,Darcel Schlecht,Lost,MGRPFU,10/12/2017
Dalttechnology,Maureen Marcano,Won,MGRPFS,5/17/2017
Singletechno,Jonathan Berthelot,Won,GTXBasic,3/15/2017
,Lajuana Vencill,In_Progress,GTXBasic,12/26/2017
Sumace,Anna Snelling,Lost,MGRPFU,3/11/2017
Newex,Cassey Cress,Won,GTXBasic,5/20/2017
Scotfind,Niesha Huffines,Won,GTXBasic,11/22/2017
Acme Corporation,Cassey Cress,In_Progress,GTXPro,1/23/2017
Stanredtax,Marty Freudenburg,Won,GTXPlusBasic,2/16/2017
,Anna Snelling,Lost,MGRPFU,9/9/2017
Scotfind,Rosalina Dieter,In_Progress,MGRPFS,9/9/2017
Vehement Capital Partners,Vicki Laflamme,Won,GTXBasic,7/10/2017
Donware,Elease Gluck,Won,MGRPFS,7/24/2017
,Vicki Laflamme,In_Progress,MGRPFS,10/1/2017
,Darcel Schlecht,In_Progress,MGRPFS,6/16/2017
Ganjaflex,Darcel Schlecht,Won,GTXPro,8/4/2017
,Garret Kinder,In_Progress,GTXPlusBasic,4/26/2017
,Gladys Colclough,Lost,GTXPlusPro,8/12/2017
Finhigh,Niesha Huffines,Won,GTXPlusBasic,8/1/2017
Plusstrip,Zane Levy,Won,GTXPro,8/26/2017
Statholdings,Donn Cantrell,Won,GTXPro,8/10/2017
,Cassey Cress,Lost,MGRPFU,6/26/2017
,Zane Levy,In_Progress,GTXPlusBasic,12/15/2017
Xx-holding,Rosalina Dieter,Won,MGRPFU,7/19/2017
Good Burger,Elease Gluck,Won,MGRPFU,10/12/2017
Treequote,Hayden Neloms,Won,MGRPFU,12/3/2017
Sonron,Zane Levy,Won,MGRPFU,8/6/2017
Rantouch,Wilburn Farren,Won,GTXBasic,5/29/2017
,Hayden Neloms,In_Progress,MGRPFU,3/28/2017
Streethex,Marty Freudenburg,Won,GTXPlusBasic,2/4/2017
,Cassey Cress,Lost,GTXBasic,4/16/2017
,Anna Snelling,In_Progress,GTXPlusBasic,12/31/2017
Ontomedia,Corliss Cosme,Won,GTXBasic,7/30/2017
Ron-tech,Daniell Hammack,In_Progress,GTXPro,9/25/2017
,Cassey Cress,In_Progress,GTXPro,8/7/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,12/13/2017
,Darcel Schlecht,In_Progress,GTXPlusBasic,7/25/2017
,Violet Mclelland,Lost,MGRPFU,2/27/2017
,Boris Faz,Lost,GTXPlusBasic,7/15/2017
Betatech,Kami Bicknell,In_Progress,GTXBasic,4/20/2017
Statholdings,Daniell Hammack,Won,GTXPro,8/28/2017
Hatfan,Zane Levy,Won,MGRPFS,4/14/2017
,Darcel Schlecht,In_Progress,GTXPro,3/30/2017
J-Texon,Violet Mclelland,Won,GTXPlusBasic,2/16/2017
J-Texon,Violet Mclelland,Won,GTXPlusBasic,12/9/2017
Funholding,Violet Mclelland,Won,GTXBasic,9/18/2017
Silis,Anna Snelling,Won,GTXPlusPro,9/30/2017
Inity,Moses Frase,Lost,MGRPFU,6/11/2017
,Garret Kinder,In_Progress,MGRPFU,12/6/2017
Good Burger,Kary Hendrixson,Won,GTXBasic,3/15/2017
,Niesha Huffines,In_Progress,GTXPlusBasic,11/11/2017
,Kary Hendrixson,Lost,GTXPro,7/20/2017
Y-corporation,Reed Clapper,Won,GTXPro,5/27/2017
Ontomedia,Violet Mclelland,Won,GTXPlusPro,2/26/2017
Inity,Niesha Huffines,Won,GTXPlusPro,7/17/2017
,Cecily Lampkin,Lost,MGRPFU,9/12/2017
Streethex,Gladys Colclough,Lost,GTXPro,4/5/2017
,Garret Kinder,Lost,MGRPFS,3/16/2017
Scottech,Niesha Huffines,In_Progress,MGRPFS,10/5/2017
,Elease Gluck,In_Progress,MGRPFS,12/7/2017
Plusstrip,Rosalina Dieter,Won,GTXBasic,8/1/2017
,Cassey Cress,In_Progress,GTXPro,8/30/2017
,Darcel Schlecht,In_Progress,MGRPFS,4/19/2017
Ontomedia,Boris Faz,Won,GTXPlusBasic,10/19/2017
,Cassey Cress,In_Progress,GTXBasic,9/17/2017
,Jonathan Berthelot,Lost,GTXBasic,2/26/2017
,Lajuana Vencill,In_Progress,GTXBasic,10/23/2017
,Kami Bicknell,Lost,GTXPlusPro,9/22/2017
dambase,Rosalina Dieter,Won,MGRPFU,9/1/2017
Zencorporation,Marty Freudenburg,Won,GTXPro,3/16/2017
,Anna Snelling,Lost,GTXPlusBasic,5/14/2017
Zencorporation,Darcel Schlecht,Won,GTXPro,9/10/2017
Scotfind,Jonathan Berthelot,Won,GTXPlusBasic,9/9/2017
Cyberdyne Systems,Darcel Schlecht,Lost,GTXPlusBasic,6/27/2017
,Rosalina Dieter,In_Progress,MGRPFS,11/2/2017
Sunnamplex,Donn Cantrell,Won,GTXPro,7/30/2017
Xx-holding,James Ascencio,Lost,MGRPFS,8/2/2017
Kan-code,Darcel Schlecht,Won,MGRPFS,4/24/2017
Olivia Pope & Associates,Kary Hendrixson,In_Progress,GTXPlusBasic,4/19/2017
Doncon,James Ascencio,Lost,MGRPFS,11/14/2017
Mathtouch,James Ascencio,Won,GTXPlusPro,6/17/2017
Plussunin,Zane Levy,Won,GTXPlusBasic,7/22/2017
Rangreen,Violet Mclelland,Won,MGRPFS,7/5/2017
,Zane Levy,In_Progress,GTXPlusBasic,8/25/2017
Streethex,Gladys Colclough,Won,MGRPFS,4/20/2017
,Vicki Laflamme,In_Progress,MGRPFU,9/12/2017
Stark Industries,Rosalina Dieter,Won,MGRPFU,6/29/2017
,Darcel Schlecht,In_Progress,MGRPFS,12/6/2017
Good Burger,Jonathan Berthelot,In_Progress,MGRPFS,12/30/2016
Statholdings,Boris Faz,Won,GTXBasic,4/22/2017
Zoomit,Cassey Cress,In_Progress,GTXBasic,7/24/2017
,Reed Clapper,In_Progress,MGRPFU,12/17/2016
Ganjaflex,Jonathan Berthelot,Won,MGRPFS,6/3/2017
Codehow,Corliss Cosme,Lost,GTXPro,12/15/2017
,Kary Hendrixson,In_Progress,GTXPlusBasic,10/4/2017
Bioholding,Darcel Schlecht,Won,GTXPlusBasic,3/9/2017
Initech,Marty Freudenburg,Won,GTXPlusPro,6/7/2017
Wayne Enterprises,Kami Bicknell,Won,GTXBasic,10/25/2017
Lexiqvolax,Versie Hillebrand,Lost,GTXPlusBasic,8/5/2017
Kinnamplus,Darcel Schlecht,Won,GTXPlusBasic,3/4/2017
Sumace,Moses Frase,Won,GTXBasic,8/20/2017
Massive Dynamic,Boris Faz,Won,GTXPro,1/4/2017
,Marty Freudenburg,In_Progress,GTXPlusPro,6/10/2017
Plusstrip,Kami Bicknell,Won,MGRPFU,8/28/2017
Condax,Kami Bicknell,Won,GTXBasic,11/8/2017
Gogozoom,Kary Hendrixson,Won,GTXPlusPro,6/16/2017
Ganjaflex,Darcel Schlecht,Won,GTXPlusBasic,10/16/2017
Kan-code,Anna Snelling,Won,GTXPlusPro,12/12/2017
,Rosalina Dieter,Lost,MGRPFS,6/25/2017
Kinnamplus,Jonathan Berthelot,Lost,GTXPlusBasic,6/11/2017
Ollivander's Wand Shop,Jonathan Berthelot,Won,GTXBasic,5/29/2017
Ganjaflex,Gladys Colclough,In_Progress,GTXBasic,4/13/2017
Labdrill,Lajuana Vencill,Lost,GTXBasic,5/23/2017
Ontomedia,Markita Hansen,In_Progress,GTXPlusBasic,12/16/2017
,Donn Cantrell,Lost,GTXPro,7/21/2017
Ontomedia,Garret Kinder,Won,GTXPro,10/7/2017
Groovestreet,Darcel Schlecht,Lost,GTXPlusBasic,5/13/2017
Plusstrip,Maureen Marcano,Won,MGRPFS,3/25/2017
,Moses Frase,In_Progress,MGRPFU,10/18/2017
Plussunin,Kary Hendrixson,In_Progress,GTXBasic,11/28/2017
Ontomedia,Boris Faz,Won,GTXPro,6/4/2017
Bluth Company,Maureen Marcano,Won,GTXPlusBasic,6/14/2017
Blackzim,Corliss Cosme,Won,GTXBasic,8/10/2017
Xx-zobam,Anna Snelling,Won,GTXPlusPro,8/20/2017
Plusstrip,Zane Levy,Won,GTXPro,10/11/2017
,Donn Cantrell,In_Progress,GTXBasic,5/9/2017
,Violet Mclelland,Lost,MGRPFU,4/16/2017
,Hayden Neloms,In_Progress,GTXPlusBasic,7/30/2017
,Rosalina Dieter,Lost,MGRPFU,1/30/2017
Treequote,Vicki Laflamme,Won,MGRPFS,5/15/2017
,Kary Hendrixson,In_Progress,MGRPFS,5/5/2017
Scotfind,Cecily Lampkin,Won,MGRPFU,2/20/2017
,Darcel Schlecht,In_Progress,GTXBasic,3/4/2017
,Zane Levy,In_Progress,GTXBasic,9/3/2017
,Darcel Schlecht,In_Progress,GTXPlusBasic,4/13/2017
Donware,Zane Levy,Won,GTXPro,5/15/2017
Konex,Donn Cantrell,Won,GTXPro,10/20/2017
,Niesha Huffines,Lost,MGRPFS,5/31/2017
Golddex,Niesha Huffines,Lost,MGRPFU,2/7/2017
Krusty Krab,Markita Hansen,Lost,MGRPFS,5/28/2017
Opentech,Donn Cantrell,Won,GTXBasic,11/22/2017
The New York Inquirer,Violet Mclelland,Lost,GTXPlusBasic,7/13/2017
Treequote,Vicki Laflamme,Won,MGRPFU,5/7/2017
Cancity,Elease Gluck,Won,GTXPlusBasic,3/3/2017
Zencorporation,Darcel Schlecht,Won,GTXPro,7/13/2017
,Zane Levy,In_Progress,GTXBasic,5/21/2017
Plexzap,Corliss Cosme,Won,GTXBasic,6/10/2017
,Maureen Marcano,Lost,GTXBasic,4/24/2017
Faxquote,Darcel Schlecht,Won,GTXPro,12/4/2017
Krusty Krab,Kami Bicknell,Won,GTXBasic,4/25/2017
Massive Dynamic,Zane Levy,In_Progress,MGRPFS,10/7/2017
Dalttechnology,Vicki Laflamme,Won,MGRPFU,6/22/2017
Massive Dynamic,Boris Faz,Won,MGRPFU,9/29/2017
Cheers,Elease Gluck,Won,GTXPlusPro,3/23/2017
Zumgoity,Rosie Papadopoulos,Won,GTXPro,3/15/2017
,Niesha Huffines,In_Progress,GTXPlusPro,12/15/2017
Scotfind,Darcel Schlecht,Won,GTXPlusPro,8/18/2017
,Rosie Papadopoulos,Lost,GTXPlusPro,2/3/2017
,Lajuana Vencill,Lost,GTXPlusBasic,5/18/2017
,Kami Bicknell,In_Progress,GTXPlusBasic,7/14/2017
Rangreen,Violet Mclelland,Won,MGRPFS,11/23/2017
Kinnamplus,Jonathan Berthelot,Won,GTXPlusBasic,8/11/2017
Newex,Markita Hansen,Won,MGRPFU,6/20/2017
Bluth Company,Kami Bicknell,Lost,GTXPlusBasic,8/13/2017
Donquadtech,Markita Hansen,Won,MGRPFS,6/16/2017
Umbrella Corporation,Kary Hendrixson,Won,GTXPro,8/11/2017
Stark Industries,Markita Hansen,Lost,MGRPFU,2/2/2017
Lexiqvolax,Marty Freudenburg,Won,GTXPlusBasic,12/16/2017
,Cecily Lampkin,In_Progress,MGRPFU,8/7/2017
,Darcel Schlecht,In_Progress,GTXPro,8/16/2017
,Garret Kinder,In_Progress,GTXBasic,4/16/2017
,James Ascencio,In_Progress,GTXPlusBasic,10/6/2017
Kan-code,Lajuana Vencill,Won,GTXPlusBasic,11/3/2017
Genco Pura Olive Oil Company,Cassey Cress,Lost,GTXBasic,7/23/2017
Doncon,Kami Bicknell,Won,GTXPlusBasic,8/8/2017
,James Ascencio,In_Progress,GTXPlusBasic,4/16/2017
,Corliss Cosme,Lost,GTXBasic,3/22/2017
Ganjaflex,Niesha Huffines,Won,MGRPFS,8/8/2017
,Cassey Cress,In_Progress,MGRPFS,1/28/2017
,Versie Hillebrand,In_Progress,MGRPFU,11/3/2017
Faxquote,Jonathan Berthelot,Won,GTXPlusPro,5/25/2017
,Cecily Lampkin,In_Progress,GTXPlusBasic,8/18/2017
,Zane Levy,In_Progress,GTXPlusBasic,4/14/2017
Ron-tech,Reed Clapper,Won,MGRPFU,4/18/2017
,Darcel Schlecht,In_Progress,GTXPlusPro,10/8/2017
,Darcel Schlecht,In_Progress,GTXPro,9/4/2017
Sunnamplex,Violet Mclelland,Won,GTXPlusPro,9/11/2017
Groovestreet,Marty Freudenburg,Won,GTXPlusBasic,6/13/2017
Stark Industries,Kami Bicknell,Won,GTXBasic,9/12/2017
,Boris Faz,Lost,GTXPlusBasic,7/21/2017
Toughzap,Maureen Marcano,Won,GTXPlusBasic,8/7/2017
,Moses Frase,In_Progress,MGRPFU,5/12/2017
Cancity,Vicki Laflamme,Won,MGRPFU,4/19/2017
Bioplex,Marty Freudenburg,Won,MGRPFS,3/8/2017
,Lajuana Vencill,In_Progress,MGRPFU,1/1/2017
,Markita Hansen,Lost,GTXPlusPro,7/30/2017
Betasoloin,Zane Levy,In_Progress,GTXPlusBasic,9/7/2017
Conecom,Reed Clapper,Lost,MGRPFU,9/30/2017
Zumgoity,Cassey Cress,Won,MGRPFU,4/3/2017
,Gladys Colclough,In_Progress,GTXPro,6/14/2017
,Niesha Huffines,In_Progress,GTXPro,12/9/2017
Kan-code,Jonathan Berthelot,Won,GTXBasic,5/4/2017
,Gladys Colclough,In_Progress,MGRPFS,9/4/2017
Kan-code,Cecily Lampkin,Won,GTXPlusPro,3/17/2017
Silis,James Ascencio,Won,GTXPro,4/20/2017
Singletechno,Darcel Schlecht,Won,GTXPro,4/14/2017
Silis,Maureen Marcano,In_Progress,GTXPlusBasic,3/25/2017
,Anna Snelling,In_Progress,MGRPFS,12/17/2017
,Vicki Laflamme,Lost,MGRPFS,5/8/2017
,Cecily Lampkin,Lost,GTXPlusBasic,3/21/2017
Wonka Industries,Maureen Marcano,Won,GTXBasic,4/26/2017
Dontechi,Gladys Colclough,Won,GTXBasic,7/13/2017
Domzoom,Cecily Lampkin,In_Progress,MGRPFU,9/3/2017
,Reed Clapper,In_Progress,MGRPFU,3/22/2017
,Hayden Neloms,In_Progress,GTXPlusPro,10/12/2017
,Niesha Huffines,In_Progress,GTXPlusBasic,9/10/2017
,Anna Snelling,In_Progress,GTXPlusBasic,11/17/2017
,Kary Hendrixson,Lost,GTXPro,5/17/2017
,Zane Levy,Lost,GTXBasic,4/22/2017
Mathtouch,Zane Levy,Won,GTXPlusBasic,7/25/2017
Konmatfix,Daniell Hammack,Won,GTXBasic,2/11/2017
,Daniell Hammack,In_Progress,GTXPro,6/2/2017
,Garret Kinder,In_Progress,MGRPFU,11/21/2017
Ganjaflex,Cecily Lampkin,Won,GTXPlusPro,7/20/2017
Hooli,Cassey Cress,Won,GTXPlusPro,12/3/2017
,Violet Mclelland,In_Progress,MGRPFS,4/30/2017
Bluth Company,Vicki Laflamme,Won,MGRPFS,5/18/2017
Condax,Kami Bicknell,Won,GTXBasic,4/21/2017
,Violet Mclelland,In_Progress,GTXBasic,11/28/2017
,Darcel Schlecht,In_Progress,GTXPlusBasic,12/23/2017
Streethex,Niesha Huffines,Won,GTXBasic,12/16/2017
Ollivander's Wand Shop,Versie Hillebrand,Won,MGRPFU,8/7/2017
Sunnamplex,Reed Clapper,Won,MGRPFU,8/3/2017
,Zane Levy,In_Progress,GTXPlusBasic,7/17/2017
Initech,Jonathan Berthelot,Won,MGRPFS,4/8/2017
,Markita Hansen,In_Progress,GTXPro,8/1/2017
Genco Pura Olive Oil Company,Corliss Cosme,Lost,MGRPFU,12/5/2017
Rangreen,Violet Mclelland,Won,GTXPro,10/23/2017
,Donn Cantrell,Lost,GTXPro,8/8/2017
,Marty Freudenburg,In_Progress,MGRPFS,12/28/2016
,Daniell Hammack,Lost,GTXPlusBasic,10/23/2017
,Jonathan Berthelot,Lost,GTXBasic,2/26/2017
Betasoloin,Cassey Cress,Lost,MGRPFS,1/16/2017
Finjob,Jonathan Berthelot,Won,GTXBasic,5/29/2017
,Jonathan Berthelot,Lost,GTXPlusBasic,7/13/2017
,Jonathan Berthelot,Lost,MGRPFS,10/10/2017
Toughzap,James Ascencio,Won,GTXBasic,7/28/2017
,Anna Snelling,In_Progress,GTXBasic,12/29/2017
Lexiqvolax,Niesha Huffines,In_Progress,GTXPlusPro,6/12/2017
Dalttechnology,Garret Kinder,Lost,GTXPro,9/11/2017
Sunnamplex,Lajuana Vencill,In_Progress,GTXPro,8/12/2017
,Kami Bicknell,In_Progress,MGRPFU,8/16/2017
,Markita Hansen,Lost,GTXPlusPro,6/27/2017
Lexiqvolax,Versie Hillebrand,Won,MGRPFU,3/17/2017
Scotfind,Darcel Schlecht,Lost,GTXPlusPro,5/12/2017
Bioholding,Darcel Schlecht,Won,GTXPro,7/15/2017
Plussunin,Hayden Neloms,Won,MGRPFS,5/9/2017
,Jonathan Berthelot,In_Progress,GTXPro,9/6/2017
Krusty Krab,Kami Bicknell,Won,GTXPlusBasic,5/5/2017
,Darcel Schlecht,Lost,MGRPFS,3/12/2017
Statholdings,Markita Hansen,In_Progress,MGRPFS,6/17/2017
,Boris Faz,Lost,GTXPro,10/9/2017
Olivia Pope & Associates,Niesha Huffines,Lost,GTXBasic,4/11/2017
,Reed Clapper,In_Progress,MGRPFS,1/11/2017
,Zane Levy,Lost,GTXBasic,8/2/2017
Xx-holding,Zane Levy,Won,GTXPro,7/8/2017
Ron-tech,Reed Clapper,Lost,GTXBasic,3/24/2017
,Garret Kinder,In_Progress,GTXPlusPro,3/15/2017
,Zane Levy,Lost,GTXBasic,3/31/2017
,Reed Clapper,In_Progress,GTXPlusPro,3/25/2017
Globex Corporation,Garret Kinder,Won,GTXBasic,10/6/2017
Dalttechnology,Jonathan Berthelot,In_Progress,GTXPlusPro,10/23/2017
Genco Pura Olive Oil Company,Donn Cantrell,In_Progress,GTXBasic,6/25/2017
Scotfind,Versie Hillebrand,Won,MGRPFS,7/28/2017
Dontechi,Darcel Schlecht,In_Progress,GTXPro,8/2/2017
,Markita Hansen,In_Progress,GTXBasic,9/18/2017
Green-Plus,Moses Frase,Won,GTXPlusPro,8/13/2017
Acme Corporation,Garret Kinder,Lost,GTXBasic,10/30/2017
Good Burger,Maureen Marcano,Won,GTXPlusPro,8/21/2017
Cheers,Zane Levy,Won,GTXPlusBasic,12/25/2017
Goodsilron,Anna Snelling,Won,GTXPlusBasic,8/2/2017
,Markita Hansen,In_Progress,GTXPlusBasic,12/11/2017
,Gladys Colclough,In_Progress,GTXPlusPro,4/28/2017
Stanredtax,Jonathan Berthelot,Won,GTXBasic,7/7/2017
J-Texon,Donn Cantrell,Won,GTXPlusBasic,6/1/2017
Vehement Capital Partners,Zane Levy,Won,GTXPlusBasic,9/14/2017
Globex Corporation,Cassey Cress,Won,GTXPro,3/29/2017
,Donn Cantrell,In_Progress,GTXPro,7/10/2017
,Rosalina Dieter,Lost,GTK500U,10/3/2017
Gekko & Co,Violet Mclelland,Lost,MGRPFS,2/17/2017
,Markita Hansen,In_Progress,GTXBasic,12/31/2017
Toughzap,Maureen Marcano,Won,GTXPlusBasic,5/18/2017
,Hayden Neloms,Lost,MGRPFS,3/7/2017
,Markita Hansen,In_Progress,GTXPlusPro,5/13/2017
Duff Beer,Jonathan Berthelot,Won,MGRPFS,9/19/2017
Rantouch,Corliss Cosme,Won,MGRPFS,9/11/2017
Zencorporation,Gladys Colclough,Won,GTXPro,2/25/2017
Betasoloin,Daniell Hammack,Won,GTXPlusBasic,8/8/2017
Warephase,Violet Mclelland,Won,GTXBasic,11/26/2017
,Vicki Laflamme,Lost,GTXPlusBasic,9/23/2017
,Rosie Papadopoulos,In_Progress,GTXPlusBasic,12/1/2017
,Kary Hendrixson,In_Progress,GTXPlusBasic,9/18/2017
Sterling Cooper,Vicki Laflamme,Won,GTXPlusBasic,6/16/2017
Zoomit,Jonathan Berthelot,Won,MGRPFS,9/6/2017
Krusty Krab,Darcel Schlecht,In_Progress,GTXPro,11/8/2017
Funholding,Cassey Cress,Won,MGRPFU,5/13/2017
,Lajuana Vencill,In_Progress,GTXPro,8/19/2017
,Rosalina Dieter,Lost,MGRPFS,5/18/2017
,Maureen Marcano,In_Progress,MGRPFS,11/8/2017
,Kary Hendrixson,Lost,MGRPFU,5/22/2017
,Anna Snelling,Lost,GTXPro,5/28/2017
Krusty Krab,Markita Hansen,Won,GTXPlusBasic,6/3/2017
Plexzap,Wilburn Farren,Won,GTXPro,3/15/2017
,Vicki Laflamme,In_Progress,GTXPlusPro,12/23/2017
Duff Beer,Darcel Schlecht,Won,GTXPlusBasic,5/16/2017
Silis,Rosalina Dieter,Won,MGRPFS,11/27/2017
,Violet Mclelland,In_Progress,GTXBasic,8/18/2017
,Gladys Colclough,Lost,GTXPro,4/25/2017
,Elease Gluck,In_Progress,MGRPFU,10/16/2017
Ontomedia,Donn Cantrell,Won,GTXPlusBasic,6/4/2017
,Versie Hillebrand,In_Progress,GTXPlusBasic,8/26/2017
,Anna Snelling,Lost,MGRPFU,8/10/2017
,Donn Cantrell,In_Progress,GTXPro,5/3/2017
,Lajuana Vencill,Lost,GTXBasic,7/3/2017
Krusty Krab,Kary Hendrixson,Won,GTXBasic,5/1/2017
,Violet Mclelland,In_Progress,GTXBasic,10/25/2017
Treequote,Vicki Laflamme,Lost,GTXBasic,5/5/2017
Condax,Jonathan Berthelot,In_Progress,GTXBasic,11/11/2017
Domzoom,Gladys Colclough,Lost,MGRPFS,5/24/2017
Warephase,Violet Mclelland,In_Progress,GTXBasic,11/25/2016
Zencorporation,Rosalina Dieter,In_Progress,MGRPFU,5/9/2017
Scotfind,Darcel Schlecht,Won,GTXPlusBasic,6/12/2017
Acme Corporation,Violet Mclelland,Lost,MGRPFS,9/12/2017
Zoomit,Anna Snelling,Won,MGRPFU,7/20/2017
,Cecily Lampkin,In_Progress,MGRPFU,6/3/2017
Betatech,Violet Mclelland,Won,GTXBasic,3/14/2017
,Zane Levy,Lost,GTXPro,11/5/2017
,Darcel Schlecht,In_Progress,GTXPro,4/3/2017
Faxquote,Darcel Schlecht,Won,GTXBasic,7/22/2017
Isdom,Vicki Laflamme,Won,MGRPFU,9/29/2017
,Jonathan Berthelot,In_Progress,GTXPlusBasic,8/15/2017
Lexiqvolax,Moses Frase,Won,GTXPlusBasic,7/23/2017
Hatfan,Kami Bicknell,Won,GTXPro,8/4/2017
Conecom,Violet Mclelland,Won,GTXPlusBasic,2/17/2017
,Wilburn Farren,In_Progress,GTXBasic,12/6/2016
Sonron,Zane Levy,Won,GTXPlusBasic,11/17/2017
Sterling Cooper,Markita Hansen,Lost,GTXBasic,5/9/2017
,Lajuana Vencill,Lost,GTXPro,5/2/2017
Gekko & Co,Reed Clapper,Won,GTXBasic,9/21/2017
,Kami Bicknell,In_Progress,GTXPlusBasic,4/9/2017
,James Ascencio,Lost,GTXBasic,8/27/2017
Yearin,Rosie Papadopoulos,Won,GTXPro,9/17/2017
Goodsilron,Darcel Schlecht,Won,GTXPlusBasic,5/13/2017
,Moses Frase,In_Progress,GTXPlusBasic,8/11/2017
Condax,Zane Levy,Lost,GTXPro,9/21/2017
,Versie Hillebrand,Lost,MGRPFU,5/2/2017
Cyberdyne Systems,Gladys Colclough,Won,GTXBasic,5/27/2017
Donware,Garret Kinder,In_Progress,GTXBasic,5/7/2017
Kan-code,Rosie Papadopoulos,In_Progress,GTXPlusPro,7/25/2017
,Maureen Marcano,In_Progress,GTXPlusPro,11/8/2017
Nam-zim,Jonathan Berthelot,Won,MGRPFS,4/30/2017
Olivia Pope & Associates,Anna Snelling,Won,GTXPlusPro,5/18/2017
,Hayden Neloms,Lost,MGRPFU,7/13/2017
,Darcel Schlecht,In_Progress,GTXPlusPro,11/30/2017
,Cassey Cress,In_Progress,GTXPro,12/21/2017
,Violet Mclelland,Lost,MGRPFS,12/7/2017
Ontomedia,Reed Clapper,Won,MGRPFU,9/24/2017
Fasehatice,Reed Clapper,Lost,MGRPFS,2/9/2017
Wayne Enterprises,James Ascencio,Won,GTXBasic,9/13/2017
The New York Inquirer,Reed Clapper,Won,GTXBasic,7/8/2017
,Niesha Huffines,Lost,GTXPlusBasic,7/23/2017
,Wilburn Farren,In_Progress,MGRPFS,7/25/2017
,Jonathan Berthelot,Lost,GTXBasic,11/2/2017
,Hayden Neloms,Lost,GTXPlusBasic,3/24/2017
Wonka Industries,Hayden Neloms,Lost,MGRPFS,7/27/2017
Xx-holding,Maureen Marcano,Won,MGRPFU,8/17/2017
,Moses Frase,In_Progress,MGRPFU,3/24/2017
,Zane Levy,In_Progress,GTXBasic,12/10/2017
,Markita Hansen,In_Progress,MGRPFS,5/12/2017
,Moses Frase,Lost,GTXPlusBasic,3/19/2017
Funholding,Boris Faz,Won,GTXPlusBasic,8/16/2017
Betasoloin,Violet Mclelland,Won,MGRPFS,8/22/2017
,Boris Faz,In_Progress,GTXPlusBasic,6/7/2017
,Gladys Colclough,In_Progress,MGRPFS,7/30/2017
,Versie Hillebrand,In_Progress,GTXPlusPro,8/4/2017
Vehement Capital Partners,Markita Hansen,Won,MGRPFS,9/9/2017
Soylent Corp,Corliss Cosme,In_Progress,GTXPro,12/23/2017
,Moses Frase,Lost,GTXPlusPro,2/8/2017
Ollivander's Wand Shop,Versie Hillebrand,Lost,MGRPFU,9/29/2017
Initech,Marty Freudenburg,Won,MGRPFS,6/15/2017
,Corliss Cosme,Lost,GTXBasic,10/20/2017
Bluth Company,Kami Bicknell,Won,GTXBasic,5/17/2017
,Violet Mclelland,In_Progress,GTXBasic,5/8/2017
Mathtouch,Markita Hansen,In_Progress,MGRPFU,6/29/2017
,Versie Hillebrand,In_Progress,GTXBasic,10/30/2017
,James Ascencio,In_Progress,GTXPlusPro,12/30/2017
,Corliss Cosme,In_Progress,GTXBasic,2/3/2017
Ron-tech,Donn Cantrell,Lost,MGRPFU,8/28/2017
,Lajuana Vencill,In_Progress,GTXPlusBasic,11/25/2017
Xx-holding,Rosalina Dieter,Won,MGRPFU,9/7/2017
Fasehatice,Donn Cantrell,Won,GTXBasic,12/23/2017
,Anna Snelling,Lost,GTXPlusPro,7/20/2017
Rantouch,Cassey Cress,Won,GTXPro,4/7/2017
Rangreen,Daniell Hammack,Lost,GTXPro,6/9/2017
,Corliss Cosme,In_Progress,GTXPro,8/17/2017
,Daniell Hammack,Lost,GTXPro,1/1/2017
Dalttechnology,Maureen Marcano,Won,GTXBasic,7/16/2017
Konex,Cassey Cress,Won,GTXPro,8/11/2017
Genco Pura Olive Oil Company,Cassey Cress,Won,GTXPlusBasic,5/3/2017
,Kary Hendrixson,In_Progress,GTXPlusBasic,11/20/2017
Zoomit,Darcel Schlecht,Won,GTXPro,7/8/2017
Donquadtech,James Ascencio,Lost,GTXPlusPro,2/22/2017
Cheers,Maureen Marcano,In_Progress,GTXPlusBasic,12/15/2017
,Cassey Cress,In_Progress,GTXPro,12/10/2017
Condax,Maureen Marcano,Won,GTXPlusBasic,6/4/2017
,Lajuana Vencill,Lost,MGRPFS,3/9/2017
Rundofase,Jonathan Berthelot,In_Progress,GTXPlusBasic,7/10/2017
Stanredtax,Elease Gluck,Won,GTXPlusBasic,1/1/2017
Rantouch,Violet Mclelland,Won,MGRPFS,5/24/2017
,Vicki Laflamme,Lost,GTXBasic,3/28/2017
Ron-tech,Donn Cantrell,Won,GTXPro,5/20/2017
Dalttechnology,Maureen Marcano,Lost,GTXPlusPro,6/26/2017
dambase,Markita Hansen,Won,GTXBasic,8/5/2017
,Rosie Papadopoulos,In_Progress,GTXPro,11/6/2017
Faxquote,Darcel Schlecht,Won,GTXBasic,3/19/2017
,Zane Levy,Lost,GTXPlusBasic,5/22/2017
Hatfan,Kary Hendrixson,Lost,GTXPro,9/1/2017
